epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
45,14074.5,0.61006,0.35019,1.03569,0.99893,0.99197,0.98982,0.93427,0.39856,0.18347,0.92359,0.007822,0.007822,0.007822
46,14388,0.60738,0.35432,1.03683,0.99855,0.99208,0.98997,0.9344,0.39688,0.18302,0.92232,0.0077725,0.0077725,0.0077725
47,14701.1,0.60851,0.35394,1.03439,0.99841,0.99227,0.99001,0.93618,0.39197,0.18102,0.91919,0.007723,0.007723,0.007723
48,15013.4,0.60456,0.34703,1.03281,0.99876,0.99204,0.99008,0.93775,0.38861,0.17904,0.91753,0.0076735,0.0076735,0.0076735
49,15326.4,0.60288,0.35095,1.03212,0.99879,0.99206,0.98996,0.93743,0.38702,0.17869,0.91608,0.007624,0.007624,0.007624
50,15638.7,0.6008,0.34404,1.02915,0.99916,0.99205,0.9902,0.9366,0.38921,0.17961,0.9172,0.0075745,0.0075745,0.0075745
51,15951.5,0.59579,0.3434,1.02988,0.99891,0.99248,0.99028,0.93751,0.38719,0.17807,0.91591,0.007525,0.007525,0.007525
52,16264.2,0.59459,0.34182,1.02717,0.99898,0.99235,0.99044,0.93697,0.3866,0.17702,0.91553,0.0074755,0.0074755,0.0074755
53,16576.8,0.59304,0.34015,1.02694,0.99902,0.99235,0.99043,0.93816,0.38499,0.17671,0.91467,0.007426,0.007426,0.007426
54,16890.2,0.58583,0.33921,1.02452,0.99895,0.99247,0.99043,0.93853,0.38252,0.17555,0.91361,0.0073765,0.0073765,0.0073765
55,17203,0.58941,0.33771,1.02618,0.99886,0.99252,0.99037,0.94009,0.37933,0.17404,0.91176,0.007327,0.007327,0.007327
56,17515.1,0.58679,0.33453,1.02628,0.99888,0.99256,0.99024,0.94003,0.37883,0.17379,0.9115,0.0072775,0.0072775,0.0072775
57,17827.6,0.58947,0.33885,1.02211,0.99879,0.99265,0.99047,0.94066,0.37886,0.17334,0.9117,0.007228,0.007228,0.007228
58,18140.8,0.58415,0.33236,1.02534,0.99881,0.99266,0.99051,0.94155,0.37689,0.17265,0.9107,0.0071785,0.0071785,0.0071785
59,18453.3,0.58267,0.3346,1.02078,0.99862,0.99289,0.99053,0.94169,0.37565,0.17271,0.90964,0.007129,0.007129,0.007129
60,18766.6,0.57861,0.332,1.01922,0.9988,0.99282,0.99068,0.94261,0.37429,0.17179,0.90867,0.0070795,0.0070795,0.0070795
61,19079.9,0.57917,0.3299,1.02115,0.99879,0.99289,0.99065,0.9439,0.37217,0.17092,0.90716,0.00703,0.00703,0.00703
62,19392.5,0.57689,0.32946,1.01856,0.99871,0.993,0.99072,0.94417,0.37163,0.17093,0.90659,0.0069805,0.0069805,0.0069805
63,19705.3,0.57536,0.32529,1.01908,0.99862,0.99325,0.99078,0.94441,0.37113,0.17027,0.90627,0.006931,0.006931,0.006931
64,20018.6,0.5765,0.33023,1.02038,0.99855,0.99322,0.99078,0.9444,0.37029,0.17001,0.90578,0.0068815,0.0068815,0.0068815
65,20331.9,0.57104,0.32727,1.01685,0.99859,0.99318,0.99081,0.94461,0.36976,0.16946,0.90538,0.006832,0.006832,0.006832
66,20645.4,0.56854,0.32684,1.01452,0.99879,0.9931,0.99084,0.94476,0.36897,0.16896,0.90495,0.0067825,0.0067825,0.0067825
67,20958,0.5709,0.32697,1.01699,0.99885,0.99311,0.9909,0.94516,0.36828,0.16839,0.9044,0.006733,0.006733,0.006733
68,21271.2,0.5656,0.32435,1.01429,0.99881,0.99312,0.99094,0.94563,0.36761,0.16796,0.90393,0.0066835,0.0066835,0.0066835
69,21583.8,0.56576,0.32297,1.0149,0.99877,0.99315,0.99098,0.94574,0.36694,0.16759,0.90339,0.006634,0.006634,0.006634
70,21896.2,0.56756,0.32208,1.01623,0.99898,0.99311,0.99104,0.94638,0.36615,0.16748,0.90287,0.0065845,0.0065845,0.0065845
71,22209.3,0.56091,0.3214,1.01167,0.99885,0.99322,0.99104,0.94642,0.36539,0.16727,0.9024,0.006535,0.006535,0.006535
