epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,33.8369,0.9124,2.36841,1.22779,0.9999,0.97978,0.98901,0.84461,0.64591,0.67891,1.04388,0.000131835,0.000131835,0.000131835
