epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,5828.34,0.71026,0.43283,1.08303,0.99901,0.98938,0.98794,0.88242,0.5265,0.24481,1.01728,0.009109,0.009109,0.009109
20,6131.45,0.70372,0.42276,1.08153,0.99898,0.98989,0.98832,0.89111,0.50749,0.23505,1.00087,0.0090595,0.0090595,0.0090595
21,6435.01,0.69848,0.41682,1.07782,0.9993,0.98948,0.98866,0.89338,0.50188,0.23108,0.99719,0.00901,0.00901,0.00901
22,6738.9,0.69495,0.41688,1.07804,0.99876,0.98881,0.98894,0.89922,0.48991,0.23235,0.98664,0.0089605,0.0089605,0.0089605
23,7042.02,0.68817,0.40999,1.07357,0.99938,0.98968,0.98837,0.8991,0.48491,0.22402,0.98214,0.008911,0.008911,0.008911
24,7345.23,0.68147,0.40667,1.07089,0.99887,0.99026,0.98821,0.90087,0.47788,0.22486,0.97603,0.0088615,0.0088615,0.0088615
25,7648.69,0.68134,0.40585,1.0723,0.99917,0.98959,0.98878,0.90324,0.47272,0.2189,0.97648,0.008812,0.008812,0.008812
26,7952.21,0.67237,0.3994,1.06615,0.99929,0.99074,0.98841,0.90844,0.46099,0.21558,0.96576,0.0087625,0.0087625,0.0087625
27,8255.51,0.66943,0.3959,1.06632,0.99927,0.9905,0.9885,0.90731,0.46296,0.21328,0.96717,0.008713,0.008713,0.008713
28,8558.57,0.66051,0.38931,1.05876,0.99903,0.99091,0.98865,0.91472,0.44822,0.20973,0.95655,0.0086635,0.0086635,0.0086635
29,8862.07,0.66159,0.39028,1.05954,0.99847,0.99141,0.98841,0.90878,0.45567,0.21097,0.96246,0.008614,0.008614,0.008614
30,9165.44,0.65977,0.38747,1.06155,0.99882,0.99162,0.98906,0.91245,0.45353,0.20938,0.96214,0.0085645,0.0085645,0.0085645
31,9469.49,0.65693,0.38132,1.05621,0.99938,0.99104,0.98879,0.91857,0.44229,0.20335,0.9519,0.008515,0.008515,0.008515
32,9772.73,0.65085,0.38071,1.05377,0.99931,0.99081,0.98874,0.91935,0.43534,0.20463,0.94807,0.0084655,0.0084655,0.0084655
33,10076,0.64668,0.37921,1.05369,0.99951,0.99037,0.98868,0.91776,0.43851,0.1994,0.95265,0.008416,0.008416,0.008416
34,10379.9,0.64032,0.37439,1.04756,0.99921,0.99051,0.98898,0.92159,0.43053,0.20016,0.9454,0.0083665,0.0083665,0.0083665
35,10683.5,0.63942,0.37342,1.04935,0.99852,0.99189,0.98919,0.92276,0.42901,0.19674,0.94344,0.008317,0.008317,0.008317
36,10987.3,0.6339,0.36723,1.04665,0.99964,0.99066,0.9888,0.92534,0.42154,0.19429,0.93868,0.0082675,0.0082675,0.0082675
37,11290.6,0.63142,0.36868,1.04619,0.99939,0.99051,0.98902,0.92446,0.42214,0.1935,0.9388,0.008218,0.008218,0.008218
38,11593.9,0.62632,0.36163,1.04013,0.99946,0.99023,0.98906,0.92513,0.41398,0.19241,0.93189,0.0081685,0.0081685,0.0081685
39,11897.2,0.62813,0.3674,1.04531,0.99858,0.99179,0.98904,0.92636,0.41554,0.19087,0.9334,0.008119,0.008119,0.008119
40,12201,0.624,0.36003,1.03987,0.99846,0.99194,0.98924,0.92911,0.4097,0.18954,0.92948,0.0080695,0.0080695,0.0080695
41,12504.3,0.6211,0.3593,1.04105,0.99861,0.99198,0.98939,0.92985,0.40718,0.18768,0.92933,0.00802,0.00802,0.00802
42,12807.9,0.61936,0.3592,1.0405,0.99898,0.99185,0.98965,0.93118,0.40517,0.18608,0.9272,0.0079705,0.0079705,0.0079705
43,13111.7,0.6173,0.35841,1.0376,0.99887,0.99177,0.98987,0.93171,0.40551,0.18682,0.92811,0.007921,0.007921,0.007921
44,13415.1,0.61228,0.35703,1.03595,0.99877,0.9919,0.98995,0.93283,0.40164,0.18464,0.92545,0.0078715,0.0078715,0.0078715
45,13718.6,0.61006,0.35019,1.03569,0.99893,0.99197,0.98982,0.93427,0.39856,0.18347,0.92359,0.007822,0.007822,0.007822
46,14021.6,0.60738,0.35432,1.03683,0.99855,0.99208,0.98997,0.9344,0.39688,0.18302,0.92232,0.0077725,0.0077725,0.0077725
47,14324.8,0.60851,0.35394,1.03439,0.99841,0.99227,0.99001,0.93618,0.39197,0.18102,0.91919,0.007723,0.007723,0.007723
48,14628.8,0.60456,0.34703,1.03281,0.99876,0.99204,0.99008,0.93775,0.38861,0.17904,0.91753,0.0076735,0.0076735,0.0076735
49,14931.9,0.60288,0.35095,1.03212,0.99879,0.99206,0.98996,0.93743,0.38702,0.17869,0.91608,0.007624,0.007624,0.007624
50,15235,0.6008,0.34404,1.02915,0.99916,0.99205,0.9902,0.9366,0.38921,0.17961,0.9172,0.0075745,0.0075745,0.0075745
51,15539.5,0.59579,0.3434,1.02988,0.99891,0.99248,0.99028,0.93751,0.38719,0.17807,0.91591,0.007525,0.007525,0.007525
52,15843.8,0.59459,0.34182,1.02717,0.99898,0.99235,0.99044,0.93697,0.3866,0.17702,0.91553,0.0074755,0.0074755,0.0074755
53,16148,0.59304,0.34015,1.02694,0.99902,0.99235,0.99043,0.93816,0.38499,0.17671,0.91467,0.007426,0.007426,0.007426
54,16451,0.58583,0.33921,1.02452,0.99895,0.99247,0.99043,0.93853,0.38252,0.17555,0.91361,0.0073765,0.0073765,0.0073765
55,16754.4,0.58941,0.33771,1.02618,0.99886,0.99252,0.99037,0.94009,0.37933,0.17404,0.91176,0.007327,0.007327,0.007327
56,17058,0.58679,0.33453,1.02628,0.99888,0.99256,0.99024,0.94003,0.37883,0.17379,0.9115,0.0072775,0.0072775,0.0072775
57,17361.7,0.58947,0.33885,1.02211,0.99879,0.99265,0.99047,0.94066,0.37886,0.17334,0.9117,0.007228,0.007228,0.007228
58,17665.9,0.58415,0.33236,1.02534,0.99881,0.99266,0.99051,0.94155,0.37689,0.17265,0.9107,0.0071785,0.0071785,0.0071785
59,17969.3,0.58267,0.3346,1.02078,0.99862,0.99289,0.99053,0.94169,0.37565,0.17271,0.90964,0.007129,0.007129,0.007129
60,18273.2,0.57861,0.332,1.01922,0.9988,0.99282,0.99068,0.94261,0.37429,0.17179,0.90867,0.0070795,0.0070795,0.0070795
61,18577.9,0.57917,0.3299,1.02115,0.99879,0.99289,0.99065,0.9439,0.37217,0.17092,0.90716,0.00703,0.00703,0.00703
62,18880.8,0.57689,0.32946,1.01856,0.99871,0.993,0.99072,0.94417,0.37163,0.17093,0.90659,0.0069805,0.0069805,0.0069805
63,19184.9,0.57536,0.32529,1.01908,0.99862,0.99325,0.99078,0.94441,0.37113,0.17027,0.90627,0.006931,0.006931,0.006931
64,19489.1,0.5765,0.33023,1.02038,0.99855,0.99322,0.99078,0.9444,0.37029,0.17001,0.90578,0.0068815,0.0068815,0.0068815
65,19793.5,0.57104,0.32727,1.01685,0.99859,0.99318,0.99081,0.94461,0.36976,0.16946,0.90538,0.006832,0.006832,0.006832
66,20097.3,0.56854,0.32684,1.01452,0.99879,0.9931,0.99084,0.94476,0.36897,0.16896,0.90495,0.0067825,0.0067825,0.0067825
67,20401.7,0.5709,0.32697,1.01699,0.99885,0.99311,0.9909,0.94516,0.36828,0.16839,0.9044,0.006733,0.006733,0.006733
68,20705,0.5656,0.32435,1.01429,0.99881,0.99312,0.99094,0.94563,0.36761,0.16796,0.90393,0.0066835,0.0066835,0.0066835
69,21008.6,0.56576,0.32297,1.0149,0.99877,0.99315,0.99098,0.94574,0.36694,0.16759,0.90339,0.006634,0.006634,0.006634
70,21312.3,0.56756,0.32208,1.01623,0.99898,0.99311,0.99104,0.94638,0.36615,0.16748,0.90287,0.0065845,0.0065845,0.0065845
71,21615.8,0.56091,0.3214,1.01167,0.99885,0.99322,0.99104,0.94642,0.36539,0.16727,0.9024,0.006535,0.006535,0.006535
72,21920.4,0.5622,0.3234,1.01132,0.999,0.99325,0.99106,0.94655,0.36448,0.16688,0.90188,0.0064855,0.0064855,0.0064855
73,22224,0.56206,0.32131,1.01425,0.99892,0.99333,0.99106,0.94677,0.3635,0.16635,0.90136,0.006436,0.006436,0.006436
74,22528.5,0.55677,0.31894,1.00903,0.99887,0.99343,0.99113,0.94726,0.36235,0.16581,0.90062,0.0063865,0.0063865,0.0063865
75,22833.3,0.55669,0.31712,1.01165,0.99904,0.9934,0.99109,0.94696,0.36202,0.16556,0.90036,0.006337,0.006337,0.006337
76,23138,0.55297,0.31744,1.01008,0.99901,0.99343,0.99117,0.94748,0.3613,0.16541,0.89989,0.0062875,0.0062875,0.0062875
77,23442,0.5514,0.31482,1.00747,0.99904,0.99336,0.99121,0.94753,0.36081,0.16532,0.89952,0.006238,0.006238,0.006238
78,23747.1,0.55054,0.31352,1.00973,0.9991,0.99334,0.99125,0.94779,0.3602,0.16489,0.89911,0.0061885,0.0061885,0.0061885
79,24050.3,0.54805,0.30902,1.00786,0.99912,0.99334,0.99125,0.94808,0.35958,0.16473,0.8988,0.006139,0.006139,0.006139
80,24445.3,0.55001,0.3147,1.00729,0.99918,0.99335,0.9913,0.94803,0.35918,0.16459,0.89855,0.0060895,0.0060895,0.0060895
81,24841.5,0.54744,0.31195,1.00714,0.99912,0.99338,0.99131,0.94814,0.35848,0.16434,0.8981,0.00604,0.00604,0.00604
82,25237.3,0.54568,0.30898,1.00553,0.9991,0.99337,0.99134,0.9488,0.35782,0.16409,0.8977,0.0059905,0.0059905,0.0059905
83,25633.2,0.54619,0.31163,1.0078,0.99911,0.99337,0.99136,0.94896,0.35713,0.16378,0.89726,0.005941,0.005941,0.005941
84,26029.6,0.54018,0.30852,1.00363,0.99911,0.99337,0.99139,0.94913,0.35646,0.16354,0.89687,0.0058915,0.0058915,0.0058915
85,26343.7,0.53813,0.30551,1.00165,0.99908,0.99338,0.99143,0.94929,0.35582,0.1634,0.89645,0.005842,0.005842,0.005842
86,26648.3,0.54146,0.30882,1.00145,0.99907,0.99345,0.9915,0.94962,0.3555,0.16317,0.89619,0.0057925,0.0057925,0.0057925
87,26952.4,0.53939,0.30401,1.00415,0.99906,0.99349,0.99151,0.95,0.35475,0.16306,0.89574,0.005743,0.005743,0.005743
88,27257.1,0.54003,0.30509,1.00364,0.99899,0.99355,0.99155,0.95012,0.35408,0.16277,0.89529,0.0056935,0.0056935,0.0056935
89,27561.2,0.53284,0.30102,0.99966,0.999,0.99354,0.99158,0.95044,0.35325,0.16265,0.89478,0.005644,0.005644,0.005644
90,27866.4,0.53278,0.30162,1.00015,0.99903,0.99349,0.9916,0.95084,0.35275,0.1625,0.89451,0.0055945,0.0055945,0.0055945
91,28170.9,0.53303,0.30296,0.9994,0.99904,0.9935,0.99163,0.95077,0.3523,0.16252,0.89424,0.005545,0.005545,0.005545
92,28476.3,0.52886,0.29651,0.99751,0.99904,0.99356,0.99163,0.95121,0.35167,0.16225,0.89392,0.0054955,0.0054955,0.0054955
93,28781.7,0.53013,0.30174,0.99971,0.99904,0.99358,0.99165,0.95117,0.351,0.16183,0.8935,0.005446,0.005446,0.005446
94,29085.8,0.53006,0.3002,0.9984,0.999,0.9936,0.99165,0.95144,0.35029,0.16149,0.89316,0.0053965,0.0053965,0.0053965
95,29390.2,0.52496,0.29779,0.99822,0.99901,0.9936,0.99168,0.95167,0.34946,0.16122,0.89264,0.005347,0.005347,0.005347
96,29694.5,0.52391,0.29625,0.99317,0.99902,0.99359,0.99169,0.95181,0.34903,0.1611,0.89241,0.0052975,0.0052975,0.0052975
97,29999.5,0.52303,0.29496,0.99659,0.99903,0.9936,0.99172,0.95194,0.34835,0.16091,0.89205,0.005248,0.005248,0.005248
98,30304.3,0.52343,0.29687,0.9951,0.99904,0.99362,0.99171,0.95214,0.34766,0.1606,0.89158,0.0051985,0.0051985,0.0051985
99,30608.3,0.52383,0.29754,0.99489,0.99904,0.99362,0.99167,0.95234,0.34731,0.1605,0.89138,0.005149,0.005149,0.005149
100,30913.1,0.51768,0.29306,0.99211,0.99906,0.99362,0.99172,0.95263,0.34664,0.16042,0.89102,0.0050995,0.0050995,0.0050995
101,31216.8,0.51453,0.29154,0.99112,0.99907,0.99361,0.99173,0.95281,0.34599,0.16028,0.89063,0.00505,0.00505,0.00505
102,31520.6,0.51708,0.29356,0.99099,0.99904,0.99363,0.99175,0.95297,0.34575,0.16024,0.89045,0.0050005,0.0050005,0.0050005
103,31823.9,0.51378,0.29073,0.99148,0.99903,0.99363,0.99181,0.95322,0.34538,0.16022,0.89016,0.004951,0.004951,0.004951
104,32128.1,0.51587,0.29374,0.99108,0.99904,0.99363,0.99182,0.95336,0.34469,0.16007,0.88971,0.0049015,0.0049015,0.0049015
105,32433.3,0.51401,0.29051,0.99094,0.99904,0.99363,0.99182,0.95361,0.34399,0.1596,0.88927,0.004852,0.004852,0.004852
106,32739.1,0.51408,0.28706,0.98985,0.99908,0.99363,0.99184,0.95396,0.3434,0.15932,0.88892,0.0048025,0.0048025,0.0048025
107,33044.3,0.50544,0.28442,0.98762,0.99909,0.99363,0.99182,0.95424,0.34276,0.15918,0.8886,0.004753,0.004753,0.004753
108,33350,0.50959,0.2876,0.99199,0.9991,0.99363,0.99184,0.95427,0.34228,0.1591,0.8883,0.0047035,0.0047035,0.0047035
109,33656.5,0.50944,0.29024,0.98886,0.99909,0.99365,0.99187,0.95448,0.34189,0.15881,0.88807,0.004654,0.004654,0.004654
110,33962.2,0.50244,0.28524,0.98681,0.99908,0.99369,0.99188,0.95492,0.34121,0.15858,0.88769,0.0046045,0.0046045,0.0046045
111,34268.5,0.50444,0.28716,0.98766,0.99879,0.99394,0.9919,0.95511,0.34082,0.15854,0.88748,0.004555,0.004555,0.004555
112,34574.4,0.50628,0.28595,0.98809,0.9988,0.99395,0.99194,0.95537,0.34027,0.15826,0.88716,0.0045055,0.0045055,0.0045055
113,34880.2,0.50016,0.28208,0.98495,0.99881,0.99398,0.99193,0.95544,0.33985,0.15795,0.88691,0.004456,0.004456,0.004456
114,35184.2,0.50042,0.28309,0.98629,0.99882,0.99398,0.99195,0.95591,0.3393,0.15779,0.88662,0.0044065,0.0044065,0.0044065
115,35488.8,0.49886,0.28119,0.98238,0.99888,0.99397,0.99198,0.95607,0.33862,0.15758,0.88624,0.004357,0.004357,0.004357
116,35795.1,0.50057,0.28241,0.98622,0.99893,0.99396,0.99201,0.95633,0.33806,0.15731,0.88589,0.0043075,0.0043075,0.0043075
117,36100.9,0.4999,0.28386,0.98387,0.99898,0.99387,0.99201,0.95668,0.33744,0.15707,0.8855,0.004258,0.004258,0.004258
118,36406.8,0.49414,0.27798,0.98441,0.999,0.99383,0.99202,0.95687,0.33686,0.15684,0.88515,0.0042085,0.0042085,0.0042085
119,36711.5,0.496,0.28143,0.98522,0.99901,0.99384,0.99202,0.95707,0.33612,0.15664,0.88464,0.004159,0.004159,0.004159
120,37016.3,0.49604,0.27943,0.98205,0.99903,0.99383,0.99203,0.95733,0.33545,0.1563,0.8842,0.0041095,0.0041095,0.0041095
121,37321.2,0.48961,0.27913,0.98251,0.99904,0.99383,0.99203,0.95742,0.33463,0.15599,0.8837,0.00406,0.00406,0.00406
122,37626.5,0.4946,0.27676,0.98328,0.99908,0.99382,0.99204,0.95778,0.33385,0.15566,0.8832,0.0040105,0.0040105,0.0040105
123,37931.7,0.48532,0.27393,0.9793,0.99911,0.99382,0.99205,0.95825,0.33312,0.15546,0.8827,0.003961,0.003961,0.003961
124,38236.5,0.4867,0.27434,0.97852,0.99912,0.99382,0.99206,0.95846,0.33244,0.15534,0.88231,0.0039115,0.0039115,0.0039115
125,38541.5,0.48592,0.27589,0.98041,0.99912,0.99383,0.99208,0.95869,0.33174,0.15518,0.8819,0.003862,0.003862,0.003862
126,38846.8,0.48189,0.26889,0.9785,0.99913,0.99386,0.9921,0.95895,0.33097,0.15501,0.88145,0.0038125,0.0038125,0.0038125
127,39151.5,0.47978,0.26956,0.97595,0.99915,0.99384,0.9921,0.95925,0.33017,0.15474,0.88097,0.003763,0.003763,0.003763
128,39457.5,0.48273,0.27148,0.97705,0.99917,0.99382,0.99211,0.95945,0.32923,0.15453,0.88042,0.0037135,0.0037135,0.0037135
129,39762.5,0.48115,0.2698,0.97926,0.99904,0.99392,0.99212,0.9596,0.32844,0.1543,0.88,0.003664,0.003664,0.003664
130,40069.8,0.48131,0.26955,0.97838,0.99905,0.99393,0.99214,0.95971,0.3277,0.15385,0.87958,0.0036145,0.0036145,0.0036145
131,40375.8,0.47647,0.26697,0.97318,0.99906,0.99395,0.99215,0.95989,0.32683,0.15354,0.87906,0.003565,0.003565,0.003565
132,40682.6,0.47765,0.26769,0.97539,0.99906,0.99396,0.99216,0.95996,0.32599,0.15332,0.87862,0.0035155,0.0035155,0.0035155
133,40991.7,0.47655,0.27159,0.9759,0.99908,0.99397,0.99219,0.96062,0.32502,0.15305,0.87808,0.003466,0.003466,0.003466
134,41384.8,0.47357,0.2686,0.97511,0.99913,0.99395,0.9922,0.96076,0.32408,0.1527,0.87749,0.0034165,0.0034165,0.0034165
135,41782.4,0.46807,0.26425,0.97086,0.99915,0.99392,0.99223,0.96126,0.32308,0.15244,0.8769,0.003367,0.003367,0.003367
136,42137.9,0.47353,0.2666,0.97602,0.99914,0.99398,0.99221,0.96136,0.32204,0.15222,0.87635,0.0033175,0.0033175,0.0033175
137,42445.7,0.4668,0.26284,0.97,0.99916,0.99394,0.99223,0.96166,0.32102,0.15168,0.87581,0.003268,0.003268,0.003268
138,42810,0.4678,0.26056,0.97013,0.99916,0.99394,0.99224,0.96202,0.32013,0.15133,0.8753,0.0032185,0.0032185,0.0032185
139,43189.6,0.47052,0.26449,0.97257,0.99915,0.99395,0.99225,0.96218,0.31908,0.15112,0.87471,0.003169,0.003169,0.003169
140,43536.4,0.46899,0.26263,0.97092,0.99892,0.99415,0.99226,0.96244,0.31825,0.15075,0.87421,0.0031195,0.0031195,0.0031195
141,43879.2,0.46462,0.26154,0.9706,0.99895,0.99413,0.99228,0.96264,0.31738,0.15042,0.87369,0.00307,0.00307,0.00307
142,44221.5,0.46445,0.26282,0.9703,0.99895,0.99415,0.99231,0.96298,0.31644,0.15016,0.87317,0.0030205,0.0030205,0.0030205
143,44539.6,0.46078,0.25957,0.96848,0.99894,0.99418,0.99234,0.96309,0.31544,0.14994,0.87259,0.002971,0.002971,0.002971
144,44855.7,0.45791,0.25617,0.96907,0.99897,0.99416,0.99234,0.96327,0.31451,0.14959,0.87203,0.0029215,0.0029215,0.0029215
145,45172.2,0.45901,0.25888,0.96839,0.99888,0.99427,0.99237,0.96378,0.31359,0.14932,0.87147,0.002872,0.002872,0.002872
146,45489.2,0.45596,0.25633,0.96784,0.99889,0.99426,0.99239,0.96406,0.31272,0.14911,0.87091,0.0028225,0.0028225,0.0028225
147,45806.1,0.4567,0.25692,0.96782,0.99883,0.99434,0.99241,0.96413,0.31193,0.14886,0.87045,0.002773,0.002773,0.002773
148,46122.3,0.45329,0.25456,0.96571,0.99883,0.99438,0.99241,0.9643,0.31114,0.14853,0.87,0.0027235,0.0027235,0.0027235
149,46437.9,0.45222,0.25006,0.9636,0.99879,0.99444,0.99241,0.96449,0.31025,0.14825,0.8695,0.002674,0.002674,0.002674
150,46753.3,0.45305,0.25366,0.9677,0.99887,0.99447,0.9924,0.96486,0.30923,0.14794,0.8689,0.0026245,0.0026245,0.0026245
151,47066.9,0.45182,0.253,0.96446,0.99889,0.99447,0.99243,0.9651,0.30835,0.14762,0.86834,0.002575,0.002575,0.002575
152,47379.1,0.45054,0.25004,0.96457,0.99886,0.99449,0.99249,0.9653,0.30754,0.14736,0.86784,0.0025255,0.0025255,0.0025255
153,47695.2,0.44254,0.24853,0.96129,0.99886,0.99451,0.99249,0.96559,0.30657,0.14711,0.86726,0.002476,0.002476,0.002476
154,48020.3,0.44469,0.24933,0.96178,0.9989,0.99456,0.99249,0.96601,0.30561,0.14676,0.86667,0.0024265,0.0024265,0.0024265
155,48352.7,0.44591,0.2502,0.96222,0.99894,0.99456,0.99256,0.96634,0.30469,0.1463,0.86614,0.002377,0.002377,0.002377
156,48686.4,0.44622,0.24808,0.96351,0.99895,0.99456,0.9926,0.96657,0.30392,0.14593,0.8657,0.0023275,0.0023275,0.0023275
157,49021.9,0.44245,0.24757,0.96281,0.99898,0.99453,0.99261,0.96687,0.30297,0.1457,0.86517,0.002278,0.002278,0.002278
158,49359.1,0.44188,0.24748,0.95874,0.99899,0.99453,0.99251,0.96702,0.30224,0.14549,0.86471,0.0022285,0.0022285,0.0022285
159,49695.5,0.44309,0.24819,0.96061,0.999,0.99451,0.99251,0.9672,0.30133,0.14533,0.86411,0.002179,0.002179,0.002179
160,50025,0.4381,0.24616,0.95854,0.99899,0.99456,0.99253,0.96742,0.30053,0.14516,0.86365,0.0021295,0.0021295,0.0021295
161,50352.7,0.43524,0.24401,0.95834,0.99901,0.99457,0.99261,0.96756,0.29979,0.14505,0.86319,0.00208,0.00208,0.00208
162,54386.4,0.43591,0.24448,0.95798,0.99903,0.9946,0.99262,0.96766,0.29906,0.14478,0.86272,0.0020305,0.0020305,0.0020305
163,107879,0.4284,0.24131,0.95518,0.99901,0.9946,0.99255,0.96788,0.29836,0.14457,0.86229,0.001981,0.001981,0.001981
164,108203,0.4315,0.24152,0.95741,0.99902,0.99456,0.99256,0.9682,0.29765,0.14444,0.86189,0.0019315,0.0019315,0.0019315
165,108506,0.4335,0.24364,0.95813,0.99866,0.99489,0.99258,0.9685,0.29685,0.14412,0.86142,0.001882,0.001882,0.001882
166,108923,0.42557,0.24115,0.95551,0.99871,0.9949,0.99266,0.96868,0.29605,0.14391,0.86099,0.0018325,0.0018325,0.0018325
167,109379,0.42408,0.23962,0.95382,0.99868,0.99497,0.99267,0.96878,0.29516,0.14353,0.86048,0.001783,0.001783,0.001783
